Age,City,Gender,Policy,Excess,Value,Premium
Family,Hamilton,Women,Trade Me Comprehensive Car Insurance<sup>B</sup>,500 (A); 1000 (T),Agreed,73.9
Family,Hamilton,Women,TSB Motor Cover Insurance Comprehensive<sup>C</sup>,400 (A); 900 (T),Agreed,115.97
Family,Hamilton,Women,Warehouse Money Everyday Plus,500 (A); 1250 (T),Agreed,76.2
Family,Hamilton,Women,Westpac Car Insurance Comprehensive,400 (A); 1100 (T),Market,63.39
Family,Hamilton,Women,Youi Car Comprehensive,600 (A); 1800 (T),Agreed,99.91
Family,Wellington,Women,AA Insurance Comprehensive,500 (A); 1050 (T),Agreed,122.41
Family,Wellington,Women,AMI Insurance Comprehensive,400 (A); 900 (T),Agreed,92.64
Family,Wellington,Women,AMP Everyday Plus,500 (A); 1250 (T),Agreed,79.54
Family,Wellington,Women,ANZ Asset Protector Comprehensive Motor Vehicle<sup>A</sup>,500 (A); 1250 (T),Agreed,73
Family,Wellington,Women,ASB Bank Private Motor Vehicle Comprehensive,400 (A); 1250 (T),Agreed,73.26
Family,Wellington,Women,BNZ PremierCare Motor Vehicle Insurance Supreme Cover,400 (A); 1250 (T),Agreed,73.96
Family,Wellington,Women,FMG Superior Private Vehicles,400 (A); 1200 (T),Market,61.47
Family,Wellington,Women,Lantern Insurance Echelon Full Cover,400 (A); 1250 (T),Market,87.92
Family,Wellington,Women,MAS Insurance Motor Vehicle Comprehensive,500 (A); 1150 (T),Agreed<sup>D</sup>,80.09
Family,Wellington,Women,State Insurance Car Comprehensive,400 (A); 1300 (T),Agreed,100.02
Family,Wellington,Women,The Cooperative Bank Asset Care Vehicle Comprehensive,400 (A); 1250 (T),Agreed,71.45
Family,Wellington,Women,Tower Comprehensive Car Insurance,500 (A); 1250 (T),Agreed,81.32
Family,Wellington,Women,Trade Me Comprehensive Car Insurance<sup>B</sup>,500 (A); 1000 (T),Agreed,71.42
Family,Wellington,Women,TSB Motor Cover Insurance Comprehensive<sup>C</sup>,400 (A); 900 (T),Agreed,131.4
Family,Wellington,Women,Warehouse Money Everyday Plus,500 (A); 1250 (T),Agreed,76.2
Family,Wellington,Women,Westpac Car Insurance Comprehensive,400 (A); 1100 (T),Market,61.72
Family,Wellington,Women,Youi Car Comprehensive,600 (A); 1800 (T),Agreed,82.07
Family,Christchurch,Women,AA Insurance Comprehensive,500 (A); 1050 (T),Agreed,131.92
Family,Christchurch,Women,AMI Insurance Comprehensive,400 (A); 900 (T),Agreed,97.63
Family,Christchurch,Women,AMP Everyday Plus,500 (A); 1250 (T),Agreed,87.43
Family,Christchurch,Women,ANZ Asset Protector Comprehensive Motor Vehicle<sup>A</sup>,500 (A); 1250 (T),Agreed,88
Family,Christchurch,Women,ASB Bank Private Motor Vehicle Comprehensive,400 (A); 1250 (T),Agreed,66.06
Family,Christchurch,Women,BNZ PremierCare Motor Vehicle Insurance Supreme Cover,400 (A); 1250 (T),Agreed,62.86
Family,Christchurch,Women,FMG Superior Private Vehicles,400 (A); 1200 (T),Market,63.85
Family,Christchurch,Women,Lantern Insurance Echelon Full Cover,400 (A); 1250 (T),Market,76.99
Family,Christchurch,Women,MAS Insurance Motor Vehicle Comprehensive,500 (A); 1150 (T),Agreed<sup>D</sup>,83
Family,Christchurch,Women,State Insurance Car Comprehensive,400 (A); 1300 (T),Agreed,119.64
Family,Christchurch,Women,The Cooperative Bank Asset Care Vehicle Comprehensive,400 (A); 1250 (T),Agreed,64.17
Family,Christchurch,Women,Tower Comprehensive Car Insurance,500 (A); 1250 (T),Agreed,90.77
Family,Christchurch,Women,Trade Me Comprehensive Car Insurance<sup>B</sup>,500 (A); 1000 (T),Agreed,70.17
Family,Christchurch,Women,TSB Motor Cover Insurance Comprehensive<sup>C</sup>,400 (A); 900 (T),Agreed,131.4
Family,Christchurch,Women,Warehouse Money Everyday Plus,500 (A); 1250 (T),Agreed,83.74
Family,Christchurch,Women,Westpac Car Insurance Comprehensive,400 (A); 1100 (T),Market,62.01
Family,Christchurch,Women,Youi Car Comprehensive,600 (A); 1800 (T),Agreed,117.05
Family,Dunedin,Women,AA Insurance Comprehensive,500 (A); 1050 (T),Agreed,109.33
Family,Dunedin,Women,AMI Insurance Comprehensive,400 (A); 900 (T),Agreed,90.94
Family,Dunedin,Women,AMP Everyday Plus,500 (A); 1250 (T),Agreed,72.52
Family,Dunedin,Women,ANZ Asset Protector Comprehensive Motor Vehicle<sup>A</sup>,500 (A); 1250 (T),Agreed,70
Family,Dunedin,Women,ASB Bank Private Motor Vehicle Comprehensive,400 (A); 1250 (T),Agreed,61.47
Family,Dunedin,Women,BNZ PremierCare Motor Vehicle Insurance Supreme Cover,400 (A); 1250 (T),Agreed,62.11
Family,Dunedin,Women,FMG Superior Private Vehicles,400 (A); 1200 (T),Market,51.21
Family,Dunedin,Women,Lantern Insurance Echelon Full Cover,400 (A); 1250 (T),Market,76.99
Family,Dunedin,Women,MAS Insurance Motor Vehicle Comprehensive,500 (A); 1150 (T),Agreed<sup>D</sup>,76.54
Family,Dunedin,Women,State Insurance Car Comprehensive,400 (A); 1300 (T),Agreed,101.93
Family,Dunedin,Women,The Cooperative Bank Asset Care Vehicle Comprehensive,400 (A); 1250 (T),Agreed,64.23
Family,Dunedin,Women,Tower Comprehensive Car Insurance,500 (A); 1250 (T),Agreed,82.11
Family,Dunedin,Women,Trade Me Comprehensive Car Insurance<sup>B</sup>,500 (A); 1000 (T),Agreed,71.42
Family,Dunedin,Women,TSB Motor Cover Insurance Comprehensive<sup>C</sup>,400 (A); 900 (T),Agreed,96.99
Family,Dunedin,Women,Warehouse Money Everyday Plus,500 (A); 1250 (T),Agreed,69.49
Family,Dunedin,Women,Westpac Car Insurance Comprehensive,400 (A); 1100 (T),Market,55.89
Family,Dunedin,Women,Youi Car Comprehensive,600 (A); 1800 (T),Agreed,78.01
